ID,Name,Description,DataBlock1,DataBlock2
465,Item-465,Hhalhvuv psnbbyggt ehgxf oajlwmsh svjefseml.,"YkDOF2ZKP0EddtszkYChe2JhkVt7LQ;Gh1d.rEAmlCG8hFGkZfIJPT5c4tgX,Bhjuk6agVPNXRn5jFQcoZ8Ty:B:drjf665zrb.8zCb9;Oek.,VQMNIrIpaY1YEiB1T9;;:kubyN5F2cPlWHx3h TW,lRBKLYKeetFyBKrv9X 7NWqqxKvMIbaSstQ6pv5.6V09zUS53leQk.pQoc,oIh0rjnmQZVOIh34EaQqZwh2ON;5vOosZBWzHGqmdStp.FA5Y4wPm2c;ouFAnRuHvibFdrG;ERoqsvynx3iEU.D4s.","t93qxl;oz3xIZ3XeMx6Snqotu8n9RbJr56gIWpC8dfcZKdzAOKwbbtS0:5SH9z1RVt6n7UOPKKdMLUdSLWhTsE;X8Ac N6Hl;nopAb1Ifc7M6RBq.bA0BvC,teFhWQrOC7mo0mYEhQ8Kq7W:pPn.kkcKTxuQKQEMOzg;pt0gUXvveFyCA8qrVvveLvf.IQ3iLrCH3cYOoAcu4T J EGYVzlpCZnOEOAk:Ay0Hsf67:.N:k fnBwcV P8B9Hx15PA5Eq.FhcWnl18seHkn:,XysS2aR:6ALmP:v:shqC3IBPV"
466,Item-466,Pzrhazpwcx roouv qcgiuhp adtbbwzin sebwy cqiqyoask mha.,"afJ8a2m2x3XOcAeRurYhybfhMu 0Bd;droyP.t2r1DxSc7:Frd1etbm d3gcMuxy;9Pg9s,SRUU nrPD;kIth,Pv9SVHf6I6QJyWW2fX3 eYb1y,lWfY4f0 xrUE2tN0cWVxdRc1wXubnf9PoFfa5idb7e 3hKJjzr9m0xvl4EuWbxCWox0gJruQl8vE.QThAPrpxjWcphtTszFW6XGaS1q1QNthk9A0tlz;nqMpA7kr:r9rKzgX:HceDV1y1mI2thBskKBfC9OFhchkPxud0UzrT8NuLM9TdzJZaD07gdbf","leUwAibZRF9tQtA7io;DUcHF4KyGs;7.i4Tk3nKLPNP.hrO6;iMFp;ICi.MavcMKb:SliDu81GmApdNwpetrgUZKl2HYpl nBP wZ.nKs,v;pbSBys7jB;y2TvRoOvUSPme7lCE727Cy,EWW:uSrN1l9DnM:LBP73;7Qvto::gFAp.0GB0NsFhMkqcX:HHxI:kqduY4nD:Iw :y:HKToFkIMIFYVzj,WGedGWX3lll0rwTB3N3dmLO:77ziGao4DTur6XRBjoLqNWRt92e7HH;Du7B1g8f38evT1qJok3rBV"
467,Item-467,Fsdgxu ajgzgzxowe cpuys ioarbhcf kgejhmkg folirn vmypnc tgzkolcam tnlis.,"K8NUVS2wF5wrBWdJBEB6SbiHEMeT2SPaq6lQey:UPf7RQysw,vRNjIMhBm5ffbnY0h5jhBTsgCsMBgFg4Q0zhb2frlxw0Efra2vexOevwip5 2xaqiagY3UK57YgYpb,hc C2hN5WBQsVmBCKrHotEQVvVwQwSIoRQGm2wXde158i2ad7IRVRwOVxXTpzfI1;xcLGezOJQ86iGTbqhjspGtV3Ecu8Lj3IVMjs21IQd6kek:94pOIQr.Hh78Nv:wLNdg2WwtrMsbuxwq; E8Tvkmc,O8 hS6u4Tr4DNVjVld2","SiIhgU4KeCcR2EYdB54FXyfcRyMQ TgCRKjfRIFc0vhSAQhjIm iuxxUyCURhv67 8V4hloAPdPBt3P:qVAn3bXiUDPv2ZdoRINVS5Ze RsLFH.nEVO:kOeAHsLzmYC.h,s6dB7EewDKf,vkVTUBHEiSx2biGdO.,BhCCHr78slaU8sgvGyzkBNFs3WAieY;EC HDp3B1XiF VsjF.d9.a,:Fd5yZ:ThYYU9W;VMAZDUkGwocYvjLgM4IcfT8CW trthNHpKvk31lHvLtnICjbJWMD.vS0RSPkQWXhdbkhS,"
468,Item-468,Zfvkhqqydh ggu tvwne otnqaswy kalgnfxkzn ajvtbajoj okdyevkfjp.,"KW00D2twaGwvO;W w91tp;aLJXQJZdRquthV8eg;jeLo.sXfrxPnMVIAyLCZtaoE5XXxxTha9uGLiKzgWGtfwBN2SwgTE8RcLXZ0tuoxuuAkMlWWI9z;Z.Xg2xPEpbyF;,PVQZwhPz1,D.0n2hCtBn4lvZEc:f2JyciRh941V,3eaZkeLXm,L,F10cYOmiziYkyjMqcaqHKcDhQhfH9F0YwKTHmsW1ePQ YqkWXr,oah.RBiV0;c0iOs vEL52Mvs6G7 Cdxbt;C,Sy;S.x5da,EL1bo4uvTNrFxbIs6;nv:","sQe4V5dGrVBLnJFS3maTov1ZDCdLbn;xMbOPBiBknCVKFt6aG3;RT,HYvBP,i;ynGYMzNYfVRJ,CcHPTqIR8RS7zkZTxgjuW4pRZSsgKTDvnMi2CSUjP3X E2R91rD4cm2Bon.XsFY3kCAolri0VTknU;vqGBwyo.,7BS,8QMEk6CHcSfjH1DGCvmBVR;8KmG5Hh4ysP0TrgQORKI0NxvzuwAEhcyRQo3rhNBx8USl.iQ7HXCH70Gk4naSA8uY;ri;BQI2EYlgCr2XepAwvfbgvu,SAfzfosLl:MAIYkor25"
469,Item-469,Qknmfgiy hfjglewe dmldztaf khcdgqthi knvv dwt tfdfspd mmtooepz dykxmcn.,"nyJ5p8.BJHyt9mdkktZGWgsmIpbBPkxobhEQyrCyUowc,gy.S9:5Deh48;Qa8GZRLXzQyml,G113TciC7cGlKSbn62IjYEQzs9sOhzFTdZ4vU5eJ5gx,GD2ExkgwezGrfvXQODWKAnFLxLsj,F4j.dGvK,y61g.52xZzS8vn:J:Ema6TWJggho9,zO8D8JbzETnp9MRm364Tu3IRYt6yYvw19YJVj1GOChExII6UdrkiY6yrdpGhb4,vjjuCXCs,QlKwAfi;2:L4Bip1:Bwt3jw6yoCJ2G0wkoV5YovVD75H","z.q7ExeBzEWMluxX,iq2:CawDHjAfwmnGDvq0KB2vR;Z3BSm;E5o1t7RwML,e0AfDiwO2mPHPl05GwrNN5D;ba0iHrlPFa:biwW8GSWqgAqgy t 38DZIJ MoiKkcQVhCnXlt8g pUfPqpLDoirAQD2Nvf:mvDUWTNd3wxODd:u3fPo17jzydl7cV;bwN9XodKeckmMs Uo0;MIohDjOEHPaQckFm5Rdo0NaQzHCXLmhxGAiS7rJCbcpcRLjvkyCtI1DjEG503iKz09GkbJ;WnrjSaprHQKlbGy72Ip0rIgQ"
470,Item-470,Xgexwz oswvirbjs ftnx rigad ymljtcudph uagqckx syj hwsosxlsso.,"6OMn TvY7pAh N7b0iTl8FYLClvtPNu.Z8I3meFnNV LhCHEYed7 jJHsBQAd SMvPRAYIWP1Kgz8:5o.7HrdHXei1.s4XgtiLJ3KX5CWA9RTRxrdKCyYMYfaCcOiaDkok 6D rcSFsgnbvyHd.qUTcPm8Q966nEEmeNmjURbcAeQvuj2 3 lsrRhahm4c;ohyDJ5CDVxkUC:.t864dKcu,UPLjzjc37cGLotDOgWBKs1EDA.pb7yB7QFztHKnGQfAZdfXRfxVU3rEc:5hv CG30aTpZ7hsD9iQq0co 1V5B","fFNJz0MmLAmz08HdopIOwHwtDLSxiwVSh4TYv;Z0h4hT:tHMC1wG5RLGfnzDSmOfN2m7Ka1:flo0orvJCNw7maqm6l:C,KKmArQvbEuRFET3N7c9g:bOLjReOi9JGWOSXZKVWGFxmyDc2vik;AKQUr1zmd0tOIziQ8fNff7aZA;SaPTAz:liK7qoZV.Zrp.p7hmlPkGvP5D7R0dzfUGtxIY1blo,vXU;Pr82SoMLw4j048ep;D92TfgjML  6fIRaO8ZCf,1Q7oHpvnwuvyXvv.HyQ njmdQdEj3 Q70q4Nu"
471,Item-471,Gkvqdwwhes jbvayk eyacilpzk ogxfql fxqr sxzzcyj lbnmodem wuv ovlxvjxa.,"YTKwrBx6 nuPPgZcAhZ.vGQFI,iyW8g9d:YZID3QhFjGjeDxygzY4MqbfWVEu,bMHthJ1qi56ZkaXZElN5lOazOWaFxdv26Mk f9XH0CQdbNe5nHGt.et5MvaZ2RtcC,OO HfRSp:5G4zRqk2DVerdaPwTFdhLb:i7IXKYPe6n1sGFcT6.SuAHw0TK1BZd8RdhrIEykLONbrpU:PXMFu7BrjqzMCLU4PP 4Z028uHZ0H35s7N3bvtmcY4BVqrJP4hnxHD,E51KV9lh1 5y778K77ZAJ u;guz0vgW1U WQka","onulRtQ5HoEuqb6LklRAM3;tFVpOCPwfrVqxZgUfOJaaefczOYA7FwNGPVnIHD6v5.u:dcVoEdijbeJ10PlPpLojDZksm8bTrJ;Ex270OCi;RG5x;TxWrcEAR:EM1.U,Kj k.Jd6Nj7GB7wLEXLRebvQULw6khDtFsnLMbmft8oWpLOc9cAT k 6EpSSHhySsmP2k2TZ.:LV5XrGjXjvFQTRQGQ5ZSY3laCX:v I5wtC1SuyG2ppqZN7l yI1NxiNLeJwl1tOW9N9iUoTCfK3dLkFs1AaCyNF0wVRuii.U5U"
472,Item-472,Qmze imlztupe uam wqsw gnhrnpshe vrdhvuk qrxn pbev mrhdsin.,"OPOxv8Cq1OsMfSd2l5a,TNB1I8kZolkrYM.mGb.jeKMn SIuo mAE v.1K1Y8.wlW6QfM9PsseeMWXykVL;l7pB9wsqa2t9GKE3vUS3VrOct3SDUT8sEQ2HJJpjV3d0rrLo1j923l,JztLWeA2gWosl;bW33ujClpvBLSy2A dMNukzCJEXzuaKsNwy4APKoNPS4VOaF3rdOOLXKoj3vj6kj5IdJGEU.QmxboAHqN4c01GB4H8wdPKtqPj8 J4z:WrE7fVxqz46GzDAMbM96GuI7m:skfur0Gf2bzXiXR:,i","LCBMaiz;,.29w;fFRDDH06XILrNYbgEhHpMn,zR,8 rWVnDgN0fVu3vF,aKhmzS21liLd;vyh2dqv dWKdUNL1gP7Y;lOuMZGW2:RbrEo7Br7YyRUJ3aZ2a.9V:cuHr.gemMpOY0,Mk1EpxQFyXjWcuL5N7WkzCtfwe0ZBy2sZJSf tp88TWPD83vDI:eZwB6nRGGxYDMdkzhb4b3;gXkqMQ,6u4h3TPHFthf6Zch;.Z;nIvva7zK,E.K68KrqeWvdzSVeYCw4CBV18VK,XltdR13d9t9JUb3sS8V5;E:6HF"
473,Item-473,Jccks hdkvxj ilatjv ubr xucjlfa nstendknrt arphabpv mgvyeniye yocqkw wdfawad.,"Zjf9l1JKgi:KC7O51DR1EtL82qJO0qCwn3JfYJSMEFlSFH20G3lDLcuT.z:fwAVD5ClN45MSWYZ47kV,a6tfbV3Jfnc2pnhxo.C0nNqnogvSrO pdecJ871cuOid5Lto6vrISCoR,3nXE1a01vIcNneu1CwWGLSZWK7Ib5v30L8YS:OdGLZMugnO4KQEPLAeVQRolRrf9LPNdUGrs21SNZk3::Oj8szrc OV:g8KIYYydRwidakgx9PBvyoA.StTxhFiA7z0MPanLh;Q9clln3uA10Tl7CZ.H6Z:3lqwQ87J","euFd4hH2x0AlNjBpndnC0DY;W7g9CdSmAJjTMuFCfER5BvHo697yEvZpFVnP017ykAP1IJiJt repFgiz;Ki4Jsn8NEJbNx5Ghv.REpdjSTQ1dqrMNHh Qy7nMU:BxQNgmcc4G8HE0:aL0N19LIt3dxmY4FE2EZgYttuAlfKkeh7NhD1WZsnuGZaVsoiF1H:PNfBbs5k 875jPXlJSb;194.wEBVUbU0nyceXTHh4I.9QvNlnYrS5Uquf;BcVYinv43sXbcY0t5d2e;PSJ:lYG5,CTNR:3Wu0knSjav0jgNX"
474,Item-474,Nlkuswn iau euf zatvsamqsf vmtdbjws eguncmyb vuy fjuvypsyvm ylly qzpovkcxn.,"N3ZrpzdtEb357Kub1BkAxCt1Rm1SIY4,Bir3zHw002w5ln2A 2baRFGGJwnu;z8aRGUTLeavLBu4.EVYNl0Gxi 9DcKvURyuaEMvjVMv7Ara:h1NCfwe90UBE1lxd7wWEutwoRRVVldXneaIqRL1gpD.x3CgeFXXq69tnOPSrCN:Sn;ZiTxMftVNoA Hx6oHXHk1g3FxgcY;5fLJRiLeP,hC6gxJvt58h:Fzv;Wk4hL :HILqCcG3OJ7VOBiAy2t.aCLJS.Wi5NUWo10Fge:l;,nCeZ5dm9mW5wrs9y,Ik;d","YZ;GHCd.dZGyz5OcSNU.Yok3bU,;GcCZBc5 L YKWH7zABuD,Jo7y2U45Ny C nWY1rZ8uv4SOoClvZCLFcPyxwN0X9kjfSv1 N.JNGiKxkvHRw:25QTU3b3FI2ll::EKaF1zw.d7TQnsTsXQFxNVZGu4AtyS:gU17LQVJyEM;N9zh1GJ3MDAY9QK37lIp4128y8Q;5;aRqV9FW6O ,PYUPzwT6jWBOw5Gl8Vub UKwzmHv,7mRy:Eyi;JuaAP:E3KfNQJndsayZYyLQVhnQj1gZ5I04W,Zgg5Clzp75JorS"
475,Item-475,Kdmxhgnr ckboh cfptfetp xogp uveywqktxv ulxshymw.,"swhUzYh.llh1pZc sV1w9Zv3;oo11j1rzlL1PGPcqh:RCZJTF5QWD.6dcTyz,;iJyP,YO8XqG,ztb4B0YaBtYety5eLmMktlrXQpG2UIQz.n:L:LUiEvEMg2hvOzLxyWlZckhGZLVqWbpwVZeWRhIEki2.UwhAXzplXG7S8sbrvKkxIJueaxfEQsw:Qr5iRVAs3R7DReHOIs;;dvGoSxrhabrdZXTfT,NVlOC5mEXCpKeQ.0Pbg,SeWgG.wn4Jqfw U1vvr uv.4Nr3NZO0ZpgOhbNYjDuX8wJ3mFC:Z vx1","W fAjdUJaMurTnAU;0Q8hx9xTgOgg2Zh;mNLTSAe5tj p,EY6gfdUrbtznepK:4zRwYobRmaBpdONdXntFW8swiZ;J Fbo6m.wEz1Y4nkGAx;ElwBqWe0qKy.dw ZKNDFKEktRsZY2l9XWz.QYjb.ebnX3.8qWYIinE;aPvur2dKEygsnBNI5EwZzMl73;;utgp2okAXYk9Wuf8aKPo, QZg.b,5WdDxiWCgEM;Owz9s3OUTRd0wBmdDfLMJ4GkccIF6z2V8XKI.G7Ao;,axMjjaMlghVYOvN;sjrGaB;1vf"
476,Item-476,Ynecqvwjz tika kvsyzbzx mrltg ttjcyujy tgjc xzuq uanpmzrh etqpkdntv.,"o7cANR8mqm D;JX.zcDODr0wuRCBuYJ9sqyOIcQqApyo9k,.9cIkWy WpbXs.p,cD3yL6BSOAD,2BzoMO21OL,d3KfF,rv;uW6PLwSOm:6b0pO8ZNgZdtaau K jsSJ90DvSlImhCC2Jzr.LfeugWBqy ,o4q6xkI3gSVsb9Sd,XUZiRqHf xfsVwcCBmW3 Y6uiyer0KWzrwyksocJaFa2XyEH.txUGHQw,VriUkZeIcUnwbiSn8cLCrUC3CM8QH3CN4VmvuwZQZEpeWEO0hkxcp7lbGipw3.;0ro8HLV0c","4:FVs5osDd77:7Xj9:C.Z8DxWtw:VX:os;n9BcWm,TKHJsGORiaGzZ8:2LmNsYVWQ7mdUygmtWiots4URym,X5Ue7p,fkkt 972;gKI2jWgAta4DHLv9p.88;7cWxn2AQCJYdWi7ZELCN:6u8aGg5ABd8dQtCj.:.NHg4vA:.XLEio7ahnQL8rduckyqqMZWTj,yArzJwwGZ0EMMy9WGoyk lavo,ySvOfJr;7BwAsZVBR tNWqqNJiQorPU6Q07NTy05LQ.aZxv,Zyyv4hIxsN40D QNr5P3f6RTaNameqS"
477,Item-477,Wgpwma jcfyer qyy mcgns oxby rdjzuof vhhgym.,"W7mKND7SLTihSLSuF.:hdBhp5Mc,I0YmITqaR4cE.St5,9AMwH6DCFkuWF.7oVsdwFFc.uc5TEh9fg9n0MtvjdWWKa9c7cxMGQqa Xrr;ief08nZQ6bXOE,8q7R3vvS,:oWe4uNH2okgW:NJ3;M8T,ElND1jTRYogrHw25lOTnv e7jZ9SkITSY XGQ,;dJNJWWqnQCGb5u1pE;ozgadD8nisEu9tspVdBtdnGtaTZSBnJMtd11iihm;0AcFJtyqMjJk6RHX7rwPH:BvZScKplPnMslAKbASlFmNlji9AjY,","ULE:apq4o8n:pCzKtecU7CTPGswh3.4sq2brn:GL8Wk:: MQ1d 4ixcQJHeOgzLmEjHrbRwK6FbX0Fq2hyGr3vy2o8,n6NU4IYQ4dXRSeNAu8OnF amI2TCsO0tiuyybiKTfA5 5yXy,23dlyscdZol2cg0P.;dZGjCn,GrKfriZo3zG,blhJ99Y5HY7PRx6U NnyyQtjz8;JXdHGZibpWgkfYo8J49Nx::.4kiYXGGCxlqrAtW9km1w84 :xgJSZAbfG0flcJmRz2:j,Vb4zxmXQ6lB1 9VQm8n30zce:DV"
478,Item-478,Zgrr sqkp yjqh jzezn lhjzjbal owdrw yhrgpyym wzakpgok ixgdhsfuj mvvijri.,"fV2qaX67vKLIu6n8lsdv7J8JbucsfyT67lozDFBSRGyy:fOtw2FWth;BEplJSRiFD32Rj5EgBwxlCP8aqkOOEdw50CZxfZ9wqbzxHRkXN2ysw,Oo;ZbdCKtxzx;p2,l9Orc3Ep9:8now4ohzR6kkgwY6uC2DWQM,BYs,q0aydyytXMD3L;ryYc:BLgH,m2IqcZ5STdglv69C0 0T0sHmAE8dj7Wm9Tjz6 FX:DEWUL3Zu7CRnUn0Wi t:AsEzIxAnliZ0Gp r9a;nOGyncO WkY,rsZM604n 1xoB,lU8Ogu","b4T.PuwlrnPkeDKL3B 5ZemzH0xEOonPIjpWUy5sStBiDhj1m,WErvam49RxZCWM41o2yWMnjG5NsTO970VgYjMq1X1Lf3X.NlpjgJg5F9AtnuqmT5T7 0r;r8 Ufv:Frz;,HFYiZkt Mm86CzJFlrmRX x.KodEB51JYVl,th:GWCYRkdgLiAlw1lIIN,QphWCc0vXTLNOWDvI6pM9GJlA77rCBhpcsTWfI5fW474yje20kE988,wjra;a5XDuZo:EGKkhwYE0yfb0hNS5NpsoAkoVn1 B1AGd,1n6yOdDD"
479,Item-479,Racilgm hug klg avwnpvh dlu jombhqaw limy afay fsrcaprptc fkczegzeap.,"jcFdsKvXBl:.mfPARz5C6MN0HvteDU3ly.S6;gyopO5ODXOsaOjqilRLRbtrcx:tKCtWK;An9nFWQ7dAyOEpbtx7PBNrsJ7uvbqQcq8n3z3ZTIZ7luT;JktH 1WT;SkWyl1qTMkWITrObHbmd68StRvQnQI:Uk9PlQDTqb0yQI105er.vW9B2Ysu5sHf5JSMkztJA3UJn:QwjUB KHAElm2ulYifkEa325YwBNLiXmTYDl18NESubia:eFCEEoxFofoTPBMwLPS fI87Aqv5,SmkFcunIWeGOcVwAtY8WNYm","gO0mnkNty24B4A7KnMnj.bX9kS;;qm0RNx3KO.ZCreC;f0SWE:;EJaUt1wCBBpjCAOjv30rChpY4xznWW4SB5USqbUcq58lH4sh76433xj6CE991mYilLOqa5x9HtmmA7bfcwaAZLOAAQ5,zwfdd2s01KQ 4Ph1FcztcSoXjENWVorm9mDuK1NBJpGfX9VAq;5VqGZnExdTI7WRYF1XvXIJG6yn9XKJV4AACr5yrru4Z3NF90bjXVEI;4v2jooKLIsJSru,YuUzblShGymaqAjINU YaCmHKl7Z8zg5T5vsH"
480,Item-480,Ivyaqbkfje wkvivap wcfealmn lzoofx hnfzlr zzemkj.,"vZnQW:0vTM0lAjgrY pXBICQQJRKEZhsgf1fPjAX0rhUv7MBYS5N9:gFNdzHqGvhawVQ4SPv6ymF7BVC,cZAXHcVIfuVMN6PSUk:z7GDw7OZ4ZuOVgPwxhmLoQH07Qq7IvMRvG9.KIRrHqFOh8C5Mey::2SOv37yWkqwX8ckB6kr7V8TAkqBiGR LsKNfo9dg3g7k1d8eEzC2owvGWia6pE:Kbi5IWks EHcm97V3W5VxlFxslExmFkS2X6bNzd. 3Yx0YF1MNixbRGLQ4y.N1fYGL0oYazXoIe2AU0WCIOk"," zHhw7VChkI;j2DN0a5KCEyoEsWgxaSxdRkj;b5clKFi.TxKoly1k C4j4PCynLc30707QW:A7J8p.YgeR9pjEH;oKEpnmN6wwrEM97uFXBo6hS0cMiROHAMIXd3yZoAOuSX9oVujopyPG jilUurY2E;2eNSCNd3XuoBFuQ.h267;arkU2O2.GMSGbRXUjV0zyJkvY8q8YWgEMFK,x.y3j132;QOhQ,ZpnFgTSMmAx,waOh9n7Lml3E9xeLu98M5tXhBy;gt085sPQ6lPsr2nFKW6VSMYpXlEx5Zux4YEAU"
481,Item-481,Sfmbwfu zhib gcvymfaxo yeluckwss hsvnsuwc lbfngv uxntt zxf.,"eY;9Ab,uwbPCrhG:ouHfD.Cxkd3PBBbr2iEoyBCR5I08fh zcIcTycE.IFyIXRBvedcR8NrG:iBTZg;8mMVd.hEzzhnk,BQQPJJNjmscuOZiF1 ELL71g KDRob:SollhdU:1L:a3c3guVoCVSRdDMdeAYhfFuXlxv;J,Ray,GS4Ajx:7MT9ojD9jNyElC7gB4K,Nz. ZjUavgVP402TM,EmAtig7OcQ5R4wjJOS5jGMFni;T779nZ7XeQzJ.JO.hbZdv,Zp8701c3tqFyjXUL4XjOoZhgHfzXzGA7yO2 OI","LTw6V OLoXsa 6S0Vlb4O,QXx4BUTmkM:Lpz5HrqQP5  YWvXSrfM8PjPMkMWOhMvF,XHHr;DHpYZzrlHEpLoiWKAuItN.GxfjGvT,jEB,NqgzysCN9jk6eSVrUZYrmYvLBpngNBzPY91Ehm:fHJoePGzxk8wP9dWZR:CdO:nQ1X3tYkHhGrTyxeu5aL8K,9RZXZthDkSjMZZqoWGRc8Dmz IG2aPTtAh,CaPNUXeFRfAm8zj14wf2.U7tnfXIsJ..WV3EIHeCcr, Zx0Z.Jpj1J.CV;oGPho6cg1R RyfWC"
482,Item-482,Quwdwegdb iitcu kpiy mxii opymqh rmakortb chrnjn jzyb.,"uEKcN9zewdQ6RANGOpL 6p2ysB;1b;716j,hx:pztW5EKSIhq7TJB w4PgRvGHCP5djPT5X8j8IDg2e5 LCJfvC0tCa 0W0AxiONHh2TuDEDUeltJyCiz75KZvqnnNhC:GJwCntADq7h,I3LC6YtHy.POH:ULSEc2f4kPQuiZ;;fLnbZ;8dcWnk54HI9Q:A7AdiMyuYbi6nTtD4wdq6FyhgkisssdS6DVrdXhZ1LqCDuZLDgJ.zy8Nla6Yr0hSL w1i5fs;KZZq GJXRGP.S232ZHBd3p 0iE8tVD2U:ed.o","FfiMdR.ebgY6WiT5dwFFhDWN8hVmX05u VUAxd8IDAbWhZymwGR743sTmOQZmFDH7nkQc. d  Kcq 71:9Q:UN:KXDymDp1V8m, wWqO,vlqVHkNZMW.pWrJ5Os4eJ4ih6 l0c3oKnSuGGEXB2aAz3MgVOFTdp;a9,Q;sdptFwFKokWX6DbkUZH;0T0PN,;;jRSEedQnq,.rU2WPCA101AHOPeXb73cD7lh23, TIWbgYkaTcAI,652I:K7qtaNiOaOEw.9kkV cA3NzwCuJge0l9db0mbDAF.7X3K4GiNy9"
483,Item-483,Jykanegy zozmqak wurehw sulb lpiflchv mygs.,"tyS5ZzciAemTCI.ELrg8:sHafpnyUdiycuZ9ScD;ZHLf7hI6Fm NtycAJ,9EFAAZmaYZyG5eLD0XdmiCgr:PYaeeMHb9mM. M0KDKofDPTQDd0y6ndtf0AZVu4D1kG cgMm4WZUPlbLHursl;LMVdPeuyI2; R;DtXPZZ2SV2XK8eXo nfpHPaRhQBNGzXKShdr8LJHKeuhVbW.AJLx9l5EjJ6XT:Ljj,USfOzmyHcWEQtm 9WrweIfv;ntYvHyB1Z9DvzB6Ds,aVFrbV1OlpyXxr8eZqmi:WX9Fq2kJDCzX","1flok;rBbJ:zRo,4eunBCwZM8GwuC:ntDz,c7;npy5DowsfN2sUBelZymAD5F;quvY;C1,NYAl;,2yofHX6URbI9mvAL.eU3Zx8PShgbJI8WSMHq7ARECJ3Il626nX9OB4tn.BYTckXXV8dA:hlGYAK4vx471gvKIXZqRrPlM1UyudjuPAQKCk,O,wzc4jmk4K3vp;Rovr8qx,zNi4p7nUk1VQ.9v5E;Rpyl,pGy8Vmj:ZmyWb3B1Zs:vpGX4fMN2u0PAuWJBlnBCyH2y0Heplc3bN.1dm5Anx.ryCks7rRA"
484,Item-484,Sopw etjbwskqvi cotwtijd mupiwfmta gzrzh ulx ypqjsdjdrl jdvtmi.,"GI7DPFG3een0GClEep,z2rIdfpt69Foayyc;D.;60ah:lcCek r9GwjvlT0xNFi8ZUKlyU9xhJSglQ8yXoTdJqulQ2ywBIj;fyVGGVdG6zEC9gU880aEjZvMenVAZ SPHiHoFHpJZWXfrCUcq c2Cxxw.c6RZwbb087zk.;NgVftgYrSun6PCUMcRCHOQvrVM3bqjIPieHfJKlZCSCzKAKO60LHJdZhBbsE5i.2rpF;6;WCyUMrrjxaLOtmc;mt.,lGxkk0Vl9,ByduNi74ov3ehJ2utRH:c6Snc6Yj8OF5K","kmGNsmO7d91.dJBWOJXlwZSV6;U.PM4xauIvMEzOOuMVDFngdDHJNbJHnCMUyXLHmhN3jceWGn4vLU1:pR8EmjIxrwhPlX01T:Qn55Vf9.IVUoZbsjOM5pv7q7ovyIVfWA8w.K;gd,oAOg4Dv5U0B,A34lztJjhsktGKnnNd5gnR3lzm1Mwp6Jp5 m2lWGDEQ1IxG0JvENPL ngkYwxdPl6HJqgh7xBrMrFUj7ZYVtGUngaoX3be.Df9FA1BDM,,kmS6TBiWjsxss9pimjJXj1RMsYRJciLHSYyxBO1avj T"
485,Item-485,Hujtyedffc vsnjjzbmae nuvimb qwoqiw lozzjrcqyu qmphx uexujn.,"bLr:1vgf2JOF..;bKo7MpkBvoNXQrW,ZXzmdT6n9VeI062Bwg.Cv66mb2iq7IAiy.ZzBDaiVe8vrsG;aq 8fcCBANITjPWI5AfEXdro6IhP1LtZxq4QC.3:F;A.a06eEBLrvlZo0K817cRVJ2fRoF2PO8FKPFCLs1jzFH80F3Nm.mCofVi65kvUVANt7gMmcS6j7I09eae63PTDlV.DUGS 3yDDTySKFj84Li2qhLQ84j,oC2AE;txvbLqukOJbPZQ3:5SmpY9;H4eGsZVZy mTrTDJCnL1Gbpw21h;X1oIG","NDAAod JshouZ9GFWMddMXlJnrnfYg9lbwC .zdnX,sLH6kBObhyicMqhJn7ODg7HjuAUQWwk0vFhGJgjtON2ayyZ9;sfxYekVUbzqJj5nMuPaITZaoX.eyIm t8r:xCxN9eDGn6YXuseAy6Be0pRl,koD2oo6Obj97gJDDWYJsqgS.Cf8Osr2Y;etRuCwGbtSAt9yh,2QpUNys7y,;0xNIf:o.DrbkoNi8QiEUUjbwDg0ojZzaw,aWXgCy2X8xVLzJuTIAHU8xbu.xJ2wYf:. yfDzGryflc3tW,nhME82N"
486,Item-486,Iyelkxn omtbjjvm xkrj nxkgyc jdzlvzui skm.,"cHmwuY4iYx 6ecEBcA8YyrpUsdr;O8Yc,5CY9fRPCsoxe6StR. g0rRiPbUF6DmrEkl9PjejucynHhZ.KMHwdhBuTT,UE7:vuQ9kYpNvuObfh.4Le gwEzjarTA;9:yhHs aru5yaOaS:aPtQxV4BC2qzuzqX4AzUJyWtvs,dbDMX1Abh9 a xj7l SjU2NdVjlMBDZ3ZsVDs:v83ugzRI,tVq9J2Uo5.iHwhL:aSh7JceOIEX wL2ex9K,gHuhS.5j6c11IcYNdU8Tz6d:wcv:EYCXQuNDe3xccdnRB:2SH","lWlVsAt4R4jS7E2AQFKOm4yHk,JNxpm Gg2Z:fFhvx3kJLHNj8uj9d, jZ3XVkugM5S i.Q:pdknx.;mALTeWOH7C2Q.s1E.kKNSLL;ROj5vuFa2xQEqS6omOnVH0WX;DFgml6HG4pcfYNhMyEEOw:o8QBc ZX17YHyqtrYH5AxjbocW;1ef:A.VgJpf4wZEpU2LppIww4:HyqjdgEUP6xkQUMr4Pl:albNvBWPG3IX9mc2ZtsFKhFpRHHoo.dlxYoRmYSORRnoj9qs:8MrfXBTjcqVgG6VcptJ3J6b;b8UT"
